telemetry_timestamp,avg_cpu_util,system_load,request_rate
1970-01-19 09:20:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 09:25:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 09:30:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 09:35:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 09:40:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 09:45:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 09:50:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 09:55:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 10:00:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 10:05:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 10:10:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 10:15:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 10:20:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 10:25:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 10:30:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 10:35:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 10:40:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 10:45:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 10:50:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 10:55:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 11:00:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 11:05:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 11:10:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 11:15:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 11:20:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 11:25:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 11:30:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 11:35:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 11:40:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 11:45:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 11:50:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 11:55:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 12:00:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 12:05:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 12:10:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 12:15:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 12:20:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 12:25:00,10.947495412844038,817007335.106383,11.116959396346784
1970-01-19 12:30:00,10.947495412844038,817007335.106383,11.116959396346784
